Avrg_Duration,Gaps,Word_Count,Label
11.45794871794872,0.3268,39.84615384615385,1
16.069090909090907,0.2540909090909091,57.03030303030303,1
14.348846153846154,0.250625,54.5,1
8.293283582089552,0.4254166666666667,27.17910447761194,1
16.819655172413796,0.5582978723404256,47.96551724137931,1
13.381052631578948,0.29486486486486485,45.78947368421053,1
14.799827586206897,0.38054054054054054,53.08620689655172,1
8.79875,0.4125,27.375,1
29.6925,0.7457142857142856,110.25,1
8.87,0.5310810810810811,19.833333333333332,1
8.123166666666668,0.41451612903225804,26.483333333333334,1
4.7412820512820515,0.3114583333333333,13.974358974358974,1
4.2760606060606055,0.29518518518518516,14.446969696969697,1
14.273260869565219,0.24479999999999996,50.19565217391305,1
11.747142857142858,1.36,40.55102040816327,1
11.757096774193547,0.3208823529411764,36.61290322580645,1
12.622727272727273,0.2606666666666667,44.8,1
13.639583333333334,0.3151351351351351,48.5,1
11.605593220338983,0.2709375,40.40677966101695,1
8.975925925925926,0.27999999999999997,32.46296296296296,1
13.333499999999999,0.24909090909090906,50.71666666666667,1
12.150645161290322,0.46974358974358976,42.96774193548387,1
13.105833333333335,0.28045454545454546,39.583333333333336,1
14.243448275862068,0.3734782608695652,49.44827586206897,1
16.16441176470588,0.4231707317073171,53.89705882352941,1
16.21216666666667,0.5623809523809525,48.8,1
14.717368421052631,0.3061904761904762,42.0,0
14.91888888888889,0.378,41.44444444444444,0
89.56625,0.8960869565217391,279.25,0
34.447916666666664,0.5086046511627906,86.125,0
15.691509433962263,0.6646153846153846,44.320754716981135,0
16.06173076923077,0.7472727272727273,45.80769230769231,0
37.85363636363636,1.04258064516129,106.63636363636364,0
25.5071875,0.4515384615384615,67.53125,0
11.564444444444444,0.4688888888888889,33.125,0
34.227916666666665,0.40562499999999996,101.58333333333333,0
51.195,0.907142857142857,153.9375,0
37.42476190476191,0.6132432432432432,105.85714285714286,0
16.85125,0.7844444444444445,50.0,0
103.51,0.9976470588235292,295.75,0
52.712,0.6342372881355931,152.26666666666668,0
9.140581395348837,0.5469047619047619,29.63953488372093,0
15.221372549019609,0.7866666666666666,44.333333333333336,0
18.933488372093024,0.8877419354838708,56.69767441860465,0
11.202535211267605,0.6232727272727272,29.380281690140844,0
10.419625,0.6280487804878048,30.2375,0
19.357906976744186,0.5008333333333334,52.44186046511628,0
24.900000000000002,0.856,73.36363636363636,0
69.53500000000001,0.9992592592592592,191.66666666666666,0
40.5525,0.7854761904761905,121.65,0
18.728409090909093,0.9199999999999999,55.88636363636363,0
92.50888888888889,0.6109090909090908,248.44444444444446,0
69.17583333333333,0.7155555555555555,204.41666666666666,0
101.70125,0.589090909090909,310.375,0
81.602,0.4774999999999999,237.3,0
39.0247619047619,0.522,128.66666666666666,0
79.016,0.5830000000000001,244.0,0
42.87263157894737,0.5664285714285715,108.05263157894737,0
63.95615384615385,0.7668,162.46153846153845,0
14.089298245614035,1.0408571428571431,38.10526315789474,0
10.2696,0.7352941176470589,25.173333333333332,0
45.30111111111111,0.4957894736842106,138.27777777777777,0
37.440909090909095,0.4268292682926829,112.45454545454545,0
17.476086956521737,0.9302040816326529,52.45652173913044,0
14.670877192982456,0.5120000000000001,42.73684210526316,0
43.24263157894737,0.7564864864864864,124.3157894736842,0
21.896216216216217,0.4134042553191489,67.21621621621621,0
11.301470588235293,0.6351162790697675,33.23529411764706,0
14.58140350877193,0.5467391304347826,42.473684210526315,0
13.765666666666668,0.4891666666666668,36.483333333333334,0
27.288333333333334,0.5014285714285714,83.4,0
69.11166666666666,0.676,221.0,0
56.16571428571429,0.53796875,154.57142857142858,0
7.098672566371682,0.665,20.548672566371682,0
13.846065573770492,0.60825,37.91803278688525,0
15.84740740740741,0.6285,45.925925925925924,0
18.42733333333333,0.6596428571428572,55.22222222222222,0
28.33866666666667,0.4524999999999999,84.36666666666666,0
21.643846153846155,0.38500000000000006,65.61538461538461,0
95.33777777777779,0.42849999999999994,291.0,0
49.61235294117647,0.43636363636363645,144.64705882352942,0
83.555,0.505,258.8,0
17.63448979591837,0.49571428571428583,55.36734693877551,0
121.66285714285716,0.8938709677419355,381.57142857142856,0
26.53774193548387,0.7966666666666666,80.7741935483871,0
23.177297297297297,0.7059375,63.891891891891895,0
26.3153125,0.6482142857142856,77.21875,0
26.5628125,0.7775000000000001,80.3125,0
53.13,0.6564285714285713,153.5625,0
31.443333333333335,0.5399999999999999,95.29629629629629,0
53.540000000000006,0.5738235294117647,160.875,0
22.090000000000003,0.6890000000000001,62.71052631578947,0
26.341290322580644,0.6779411764705882,78.3225806451613,0
21.25076923076923,0.5390909090909091,63.61538461538461,0
29.497500000000002,0.5056410256410255,81.96428571428571,0
18.15595744680851,0.5309375000000001,56.46808510638298,0
24.07588235294118,0.5796428571428571,73.29411764705883,0
10.103614457831325,0.6414285714285715,31.313253012048193,0
56.676,0.6493333333333332,181.26666666666668,0
27.420967741935485,0.6149122807017543,80.48387096774194,0
11.863611111111112,0.925121951219512,32.94444444444444,0
20.31119047619048,0.7115384615384616,53.95238095238095,0
52.56125,0.6060416666666665,149.125,0
14.215833333333334,0.9576190476190476,37.583333333333336,0
37.61826086956522,0.7337288135593222,108.17391304347827,0
14.205857142857145,0.5367441860465116,40.97142857142857,0
20.08791666666667,0.6670967741935485,57.4375,0
34.03178571428571,0.6886440677966102,99.42857142857143,0
14.72,0.688644,41.0,0
